지점,지점명,일시,평균기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C)
152,울산,2016-05-23,18.8,,,,14.2,12.2,,,,,4,0,21.8
152,울산,2016-05-24,19.4,6.08,6.7,11.2,14.3,.2,,,,,9.3,4.4,19.1
152,울산,2016-05-25,20.2,,,,14.3,11.7,,,,,2,0,21.7
152,울산,2016-05-26,22.2,.08,0,0,14.3,8.9,,,,,6,.9,22.2
152,울산,2016-05-27,22.3,.5,0,0,14.3,9.4,,,,,7.5,4.4,23.7
152,울산,2016-05-28,21.9,.83,0,0,14.3,5.4,,,,,5.4,2.5,22.9
152,울산,2016-05-29,21.1,.75,.1,.1,14.4,3.6,,,,,5.8,2.9,22.5
152,울산,2016-05-30,21.4,,,,14.4,13,,,,,.6,0,24.9
152,울산,2016-05-31,24,,,,14.4,9.1,,,,,4.3,.5,25.2
152,울산,2016-06-01,19.1,,,,14.4,11.1,,,,,3.1,.8,23.9
152,울산,2016-06-02,18.7,,,,14.4,13.4,,,,,.8,0,23.8
152,울산,2016-06-03,22.3,,,,14.4,12.3,,,,,3.5,1.6,25.4
152,울산,2016-06-04,19.4,8.08,1.4,3.4,14.5,0,,,,,9.5,5.5,20.7
152,울산,2016-06-05,19.5,.83,.1,.1,14.5,6.4,,,,,7.9,7.1,21.6
152,울산,2016-06-06,18,10,2.3,5.2,14.5,0,,,,,9.8,6.9,18.6
152,울산,2016-06-07,20.4,,,,14.5,5.1,,,,,6.6,4,22.3
152,울산,2016-06-08,20.8,.83,8.4,8.4,14.5,1.2,,,,,9.8,6.4,21.8
152,울산,2016-06-09,21.4,,,,14.5,4.7,,,,,8.1,4.4,23.2
152,울산,2016-06-10,21.9,,,,14.5,10.2,,,,,4.4,3.1,26.1
152,울산,2016-06-11,23.9,,,,14.5,10.9,,,,,5.3,.6,26.4
152,울산,2016-06-12,21.9,3,1.1,1.2,14.5,0,,,,,9.8,5.4,22.6
152,울산,2016-06-13,20.8,,,,14.5,3.8,,,,,8,6.6,22.8
152,울산,2016-06-14,20.7,,,,14.5,3.1,,,,,6,4.9,22.9
152,울산,2016-06-15,22.6,.33,0,0,14.6,1.3,,,,,8.1,4.4,23
152,울산,2016-06-16,24.4,3.17,7.6,8.2,14.6,2.1,,,,,7.5,3.4,24.2
152,울산,2016-06-17,24,,,,14.6,13.1,,,,,.6,0,26.6
152,울산,2016-06-18,24.7,.17,0,0,14.6,11.5,,,,,5.1,.8,27.8
152,울산,2016-06-19,25,1.33,2,2.2,14.6,11.8,,,,,5,2.9,28.8
152,울산,2016-06-20,24.7,2.5,.1,.1,14.6,6.9,,,,,7.1,3.1,26.8
152,울산,2016-06-21,21.9,3.25,.4,.8,14.6,.1,,,,,9.9,6.4,23.1
152,울산,2016-06-22,21.7,7.25,.6,1.8,14.6,0,,,,,10,6.4,22.7
152,울산,2016-06-23,22.9,.58,0,0,14.6,11.5,,,,,3.8,1.3,27.8
152,울산,2016-06-24,22.2,11.83,13.6,38.4,14.6,.5,,,,,8.4,5.3,22.1
152,울산,2016-06-25,23.3,,,,14.6,6.9,,,,,5.3,1.9,21.2
152,울산,2016-06-26,23.3,,,,14.6,12.8,,,,,.8,.8,23
152,울산,2016-06-27,22,2.92,0,0,14.6,4.5,,,,,6.9,2.6,22.8
152,울산,2016-06-28,21.7,,,,14.5,5.9,,,,,7.6,2,23
152,울산,2016-06-29,21.8,3.67,.2,.3,14.5,.7,,,,,8.9,5.4,23.3
152,울산,2016-06-30,24.9,,,,14.5,9.5,,,,,4.6,2.5,26.2
152,울산,2016-07-01,23.9,9.17,24.4,58.6,14.5,.6,,,,,9.4,7.5,23.8
152,울산,2016-07-02,25.2,7.92,7.9,16.5,14.5,0,,,,,10,6,24.1
152,울산,2016-07-03,22.3,13.33,6.9,25.9,14.5,.1,,,,,10,6.8,23.6
152,울산,2016-07-04,21.1,12,10.3,19.5,14.5,0,,,,,10,7.6,22.1
152,울산,2016-07-05,25.6,1.92,.8,.9,14.5,5.2,,,,,9.1,6.8,25.3
152,울산,2016-07-06,24.3,1.25,0,0,14.5,6.1,,,,,8.3,6.1,25.3
152,울산,2016-07-07,23.4,,,,14.5,9,,,,,6.8,4,26.8
152,울산,2016-07-08,24.6,1.67,.1,.1,14.5,6.5,,,,,7.1,4.8,26.4
152,울산,2016-07-09,25.4,,,,14.4,13.1,,,,,2.4,1.3,28.3
152,울산,2016-07-10,27,,,,14.4,7.2,,,,,6.4,.5,28
152,울산,2016-07-11,25,5.41,3.3,9.2,14.4,1.5,,,,,9,5.5,26.1
152,울산,2016-07-12,25.4,4.08,1.4,1.4,14.4,3.5,,,,,8.8,7.4,26.4
152,울산,2016-07-13,26.7,3.33,.1,.1,14.4,6.6,,,,,7.8,4.8,27.8
152,울산,2016-07-14,25.1,,,,14.4,9.6,,,,,4,3.3,25.7
152,울산,2016-07-15,23.1,,,,14.3,6.1,,,,,7.3,4,24.2
152,울산,2016-07-16,22,8.75,2,3.5,14.3,0,,,,,9.6,6.8,22.8
152,울산,2016-07-17,25.1,,,,14.3,9.2,,,,,4.6,3.4,26.3
152,울산,2016-07-18,24.4,,,,14.3,8.4,,,,,7,3.6,26.6
152,울산,2016-07-19,23.4,,,,14.3,4.6,,,,,7.6,3.6,25.2
152,울산,2016-07-20,23,,,,14.2,9.8,,,,,4.8,3.8,26.3
152,울산,2016-07-21,22.8,,,,14.2,5.1,,,,,6.3,5,25.6
152,울산,2016-07-22,23,,,,14.2,11.4,,,,,4.9,2.3,27.6
152,울산,2016-07-23,24.9,,,,14.2,9.5,,,,,4.5,1.8,29.6
152,울산,2016-07-24,27.4,,,,14.1,11.8,,,,,4.4,1.6,30.2
152,울산,2016-07-25,26.7,3.58,41.1,43.1,14.1,3.6,,,,,7.4,3.6,27.8
152,울산,2016-07-26,28.6,,,,14.1,11.3,,,,,3.4,1.9,29.3
152,울산,2016-07-27,29,,,,14.1,12.1,,,,,2.8,1.3,29.1
152,울산,2016-07-28,29.4,,,,14,9.6,,,,,4.9,3.4,30
152,울산,2016-07-29,29.4,,,,14,9.7,,,,,2.9,1.5,30.2
152,울산,2016-07-30,28.9,2.17,4.3,4.3,14,7.4,,,,,4.3,2.9,30.6
152,울산,2016-07-31,27.8,4.25,40.4,43.8,14,10.3,,,,,4.9,3.6,29.9
152,울산,2016-08-01,25.8,3,14.4,14.5,13.9,7,,,,,6,4.9,27.1
152,울산,2016-08-02,24.4,5.83,15.8,19.5,13.9,3.9,,,,,8.6,6.6,25.3
152,울산,2016-08-03,26,.17,0,0,13.9,5.5,,,,,6.3,4.1,27
152,울산,2016-08-04,26.6,.42,.3,.3,13.9,11.7,,,,,4.3,4.1,28.5
152,울산,2016-08-05,26.6,,,,13.8,10.1,,,,,2.3,2.1,28.9
152,울산,2016-08-06,27.9,,,,13.8,12.6,,,,,1.9,1.9,30
152,울산,2016-08-07,28.9,,,,13.8,12.4,,,,,.5,.5,30.8
152,울산,2016-08-08,28.6,,,,13.7,6.8,,,,,3.6,1.3,30
152,울산,2016-08-09,26.5,,,,13.7,8.7,,,,,4.6,3,28.6
152,울산,2016-08-10,27.6,,,,13.7,10.6,,,,,1.3,.9,31.2
152,울산,2016-08-11,29.3,,,,13.6,11.3,,,,,1.4,1,32.9
152,울산,2016-08-12,29.8,,,,13.6,11.8,,,,,.6,.6,33.6
152,울산,2016-08-13,31,,,,13.6,12,,,,,.1,.1,34.3
152,울산,2016-08-14,30.3,.25,0,0,13.5,11.8,,,,,1,.9,34.9
152,울산,2016-08-15,28.4,.88,.9,.9,13.5,6.4,,,,,5.4,3.5,30.8
152,울산,2016-08-16,26.8,1.27,5.4,5.4,13.5,5.4,,,,,6.6,4.9,28.6
152,울산,2016-08-17,27,,,,13.5,11.2,,,,,2.6,2.3,30.2
152,울산,2016-08-18,27.1,,,,13.4,12,,,,,3.5,2.5,32.1
152,울산,2016-08-19,27.1,,,,13.4,12.4,,,,,3.4,1.5,32.1
152,울산,2016-08-20,27.2,,,,13.3,11.8,,,,,3.6,3.3,31.9
152,울산,2016-08-21,27.4,.33,0,0,13.3,7,,,,,5.9,4.9,31.9
152,울산,2016-08-22,27.4,,,,13.3,11.2,,,,,3.1,2.6,32.7
152,울산,2016-08-23,26.3,.92,0,0,13.2,9,,,,,5,3,30.9
152,울산,2016-08-24,25.8,,,,13.2,12.1,,,,,3,2.3,30.9
152,울산,2016-08-25,27.5,,,,13.2,11.9,,,,,1.4,1.1,32.7
152,울산,2016-08-26,22.3,4.75,2.2,3.6,13.1,0,,,,,7.5,6.4,23.5
152,울산,2016-08-27,23.3,.08,0,0,13.1,7.5,,,,,7.3,4.9,25.8
152,울산,2016-08-28,18.7,23.58,5.5,51.6,13.1,0,,,,,10,5.4,19.6
152,울산,2016-08-29,20.1,2.58,1.6,2.4,13,5.4,,,,,6.5,5.4,19.8
152,울산,2016-08-30,21.4,.07,0,0,13,6.5,,,,,5.9,5.9,19.7
152,울산,2016-08-31,25,,,,13,11.2,,,,,3,3,21.4
152,울산,2016-09-01,25.9,,,,12.9,9.7,,,,,5.5,2.9,24.6
152,울산,2016-09-02,20.7,20.27,12.2,84.1,12.9,0,,,,,10,6.1,21.4
152,울산,2016-09-03,22.4,10.83,14.6,64.6,12.9,.4,,,,,8.5,5.6,22.5
152,울산,2016-09-04,23.4,2.17,.2,.4,12.8,1.6,,,,,8.4,6.6,23.2
152,울산,2016-09-05,23.5,4.5,.6,.8,12.8,1,,,,,9.8,6.1,24.3
152,울산,2016-09-06,24.6,,,,12.7,5.3,,,,,6.9,.6,25.3
152,울산,2016-09-07,24.3,3.42,0,0,12.7,1.4,,,,,9.8,7.5,24.5
152,울산,2016-09-08,22.3,3.48,2,3.2,12.7,10.2,,,,,4.9,4.9,23.5
152,울산,2016-09-09,22.9,.08,0,0,12.6,6.1,,,,,5.8,4.9,23.7
152,울산,2016-09-10,21.9,4.17,3.7,4.8,12.6,.4,,,,,7.6,6.3,22.4
152,울산,2016-09-11,22.5,.25,0,0,12.6,3.7,,,,,6.6,4.1,23
152,울산,2016-09-12,20.5,17.08,4,25.2,12.5,.3,,,,,9.4,6.9,20.8
152,울산,2016-09-13,21.7,,,,12.5,9.6,,,,,4.3,4.1,22
152,울산,2016-09-14,22,,,,12.4,7.6,,,,,5.5,1.5,22.5
152,울산,2016-09-15,22.6,,,,12.4,6.5,,,,,7.9,.9,23.9
152,울산,2016-09-16,22.4,5.48,.4,.4,12.4,0,,,,,9.9,6.9,23
152,울산,2016-09-17,20.3,23.83,13,129.7,12.3,0,,,,,10,6.4,20.3
152,울산,2016-09-18,20.7,12.28,4.4,10,12.3,.1,,,,,10,6.5,20.1
152,울산,2016-09-19,20.5,8.17,.8,2.3,12.3,.6,,,,,9.1,7.3,19.2
152,울산,2016-09-20,19.9,,,,12.2,10.5,,,,,4.9,4.9,18.8
152,울산,2016-09-21,19.9,.65,0,0,12.2,6.9,,,,,6.4,5.6,19.1
152,울산,2016-09-22,19.1,7.37,.2,.6,12.2,.1,,,,,7.6,4.9,18.3
152,울산,2016-09-23,20.1,,,,12.1,10,,,,,3.6,2.8,21.2
152,울산,2016-09-24,20.4,,,,12.1,11.1,,,,,2.8,.6,21.8
152,울산,2016-09-25,21.3,,,,12,4.9,,,,,6.4,5,21.1
152,울산,2016-09-26,22.2,1.5,3.1,3.1,12,.1,,,,,9.5,5.6,22.3
152,울산,2016-09-27,24.1,2.13,.3,.3,12,4,,,,,7.3,5.1,24.6
152,울산,2016-09-28,22.3,12.92,3.6,14.9,11.9,0,,,,,10,5.5,22.6
152,울산,2016-09-29,18.4,12.17,3.2,7.3,11.9,0,,,,,9,6.3,18.4
152,울산,2016-09-30,17.4,13.17,5.2,12.6,11.9,0,,,,,9.6,5.5,18.3
152,울산,2016-10-01,18.8,1.92,.8,1.1,11.8,.1,,,,,10,5.9,19.2
152,울산,2016-10-02,21.9,.42,.2,.2,11.8,5.7,,,,,8.5,5.8,23.7
152,울산,2016-10-03,24.8,,,,11.8,4.6,,,,,5.3,3.6,26.6
152,울산,2016-10-04,22.2,1.3,0,0,11.7,8.1,,,,,6,4.4,23.8
152,울산,2016-10-05,20.6,12.47,104.2,266,11.7,3.9,,,,,6,4.8,21.1
152,울산,2016-10-06,20.8,.5,0,0,11.6,10.5,,,,,2.6,2.6,22.8
152,울산,2016-10-07,19.4,3.53,2.5,3,11.6,3.9,,,,,8.6,5.9,21.4
152,울산,2016-10-08,18.4,10.42,10.4,18.1,11.6,.1,,,,,8.3,5.8,18.4
152,울산,2016-10-09,14.4,,,,11.5,9.8,,,,,2.9,1.1,16.4
152,울산,2016-10-10,15.1,,,,11.5,3.5,,,,,7.8,4.5,15.7
152,울산,2016-10-11,15.6,,,,11.5,1.5,,,,,7.8,2.5,15.4
152,울산,2016-10-12,17.1,,,,11.4,9.7,,,,,5.6,1.8,19.8
152,울산,2016-10-13,16.8,,,,11.4,4.1,,,,,8.5,1,18.5
152,울산,2016-10-14,16.9,,,,11.4,10.1,,,,,1.1,0,19.4
152,울산,2016-10-15,17.2,,,,11.3,8.5,,,,,4,.8,19.1
152,울산,2016-10-16,15.9,15.5,20.9,60,11.3,0,,,,,8.9,6.3,15.6
152,울산,2016-10-17,19.1,,,,11.2,7.8,,,,,3.9,2.8,19.2
152,울산,2016-10-18,18.5,,,,11.2,5.6,,,,,5.4,3,17.9
152,울산,2016-10-19,18,,,,11.2,6.8,,,,,4.6,.6,18.2
152,울산,2016-10-20,18.9,,,,11.1,5.9,,,,,6.9,4.6,17.1
152,울산,2016-10-21,16.6,2.92,0,0,11.1,0,,,,,9.4,7.5,15.4
152,울산,2016-10-22,17.2,.98,0,0,11.1,2.6,,,,,9.6,5.5,16.7
152,울산,2016-10-23,14.8,6.75,1.5,2.4,11,0,,,,,9.8,7.5,14.3
152,울산,2016-10-24,14.6,.17,0,0,11,7.6,,,,,5,4.8,14.5
152,울산,2016-10-25,17,2.15,.5,.5,11,3.6,,,,,5,3.8,15.4
152,울산,2016-10-26,16.5,,,,10.9,6.8,,,,,4.3,3,15.9
152,울산,2016-10-27,16.2,.17,0,0,10.9,.1,,,,,6.5,5.1,14.1
152,울산,2016-10-28,15,12.73,2.8,7.2,10.9,0,,,,,9.5,5.9,14.8
152,울산,2016-10-29,12.9,,,,10.8,.4,,,,,5,3.9,12.3
152,울산,2016-10-30,10.8,,,,10.8,8.5,,,,,2.9,0,11.1
152,울산,2016-10-31,10.5,2.58,.2,.2,10.8,0,,,,,9,5.3,9.7
152,울산,2016-11-01,6.7,,,,10.7,9.9,,,,,.1,0,7.3
152,울산,2016-11-02,6.8,,,,10.7,9.8,,,,,0,0,6.3
152,울산,2016-11-03,8.6,,,,10.7,7.7,,,,,2.4,2.4,7.9
152,울산,2016-11-04,12.1,,,,10.6,9.5,,,,,0,0,9.8
152,울산,2016-11-05,14.6,,,,10.6,9.5,,,,,0,0,11.9
152,울산,2016-11-06,12.8,16.25,,2.3,10.6,.1,,,,,9.8,7.4,11.4
152,울산,2016-11-07,13.2,2.67,,.1,10.5,1.1,,,,,8.1,6.4,12
152,울산,2016-11-08,11.2,1.02,,0,10.5,4.8,,,,,5,3.5,10.7
152,울산,2016-11-09,7.3,,,,10.5,9.1,,,,,3.8,2.6,7.1
152,울산,2016-11-10,9.5,6.53,,3.6,10.5,.3,,,,,8.8,6,8.8
152,울산,2016-11-11,10.7,,,,10.4,9.5,,,,,1.1,.5,9.9
152,울산,2016-11-12,12.2,,,,10.4,9.3,,,,,1.8,0,10
152,울산,2016-11-13,13.7,.08,,0,10.4,1.1,,,,,7.5,3.6,11.4
152,울산,2016-11-14,16,2.05,,0,10.3,.8,,,,,7.9,3.8,14.8
152,울산,2016-11-15,13.8,,,,10.3,8.9,,,,,3.4,.1,12.9
152,울산,2016-11-16,11.6,,,,10.3,7.1,,,,,3.1,0,9.4
152,울산,2016-11-17,11.5,,,,10.3,7.1,,,,,3.1,1.9,9.6
152,울산,2016-11-18,13,8.17,,21.7,10.2,5.5,,,,,6.1,4.5,11.2
152,울산,2016-11-19,15.3,.92,,2,10.2,7.8,,,,,4.9,2.4,14.8
152,울산,2016-11-20,15,,,,10.2,7.9,,,,,2,.9,12.7
152,울산,2016-11-21,13.2,,,,10.2,3.5,,,,,5.4,2.4,11.6
152,울산,2016-11-22,9.5,,,,10.1,1.8,,,,,6.4,2.8,9.3
152,울산,2016-11-23,6.5,,,,10.1,5.7,,,,,7.3,6.5,6.9
152,울산,2016-11-24,2.7,,,,10.1,9.1,,,,,0,0,2.2
152,울산,2016-11-25,3.9,,,,10.1,9,,,,,1.8,0,2.8
152,울산,2016-11-26,3.8,4.42,,.6,10,1.5,,,,,7.1,4.8,2.3
152,울산,2016-11-27,6,,,,10,2.7,,,,,4.9,1.4,4.7
152,울산,2016-11-28,5.6,,,,10,8.2,,,,,.4,0,3.8
152,울산,2016-11-29,6.4,4.23,,2.4,10,8.7,,,,,2.5,2,4.4
152,울산,2016-11-30,9.2,13.7,,14.4,10,0,,,,,8.9,6.4,8.5
152,울산,2016-12-01,8.7,,,,9.9,7.9,,,,,3.8,2.5,6.1
152,울산,2016-12-02,6.4,,,,9.9,8.8,,,,,0,0,3.5
152,울산,2016-12-03,8.8,,,,9.9,7.2,,,,,2.1,.4,4.2
152,울산,2016-12-04,8.6,,,,9.9,.8,,,,,5.5,3.6,5.2
152,울산,2016-12-05,10.5,,,,9.9,7.8,,,,,.1,0,6.7
152,울산,2016-12-06,4.7,,,,9.9,8.5,,,,,0,0,3.9
152,울산,2016-12-07,4.8,,,,9.9,5.9,,,,,2.4,2.4,2.4
152,울산,2016-12-08,6.7,,,,9.8,8,,,,,3,1,4
152,울산,2016-12-09,7.7,,,,9.8,7.9,,,,,1.4,1.3,4.7
152,울산,2016-12-10,3.9,,,,9.8,8.4,,,,,1.8,.9,2.5
152,울산,2016-12-11,4.3,,,,9.8,8.5,,,,,.4,0,2.5
152,울산,2016-12-12,7.4,,,,9.8,2.5,,,,,7.1,1.9,4.4
152,울산,2016-12-13,8.9,,,,9.8,.1,,,,,8.6,8.6,6.4
152,울산,2016-12-14,4.6,.92,,0,9.8,1.5,,,,,7.8,7.4,4.7
152,울산,2016-12-15,1.3,,,,9.8,8.2,,,,,1,1,1.8
152,울산,2016-12-16,.1,,,,9.8,8.3,,,,,0,0,.1
152,울산,2016-12-17,5.7,,,,9.8,8.2,,,,,.6,0,2.4
152,울산,2016-12-18,7,,,,9.8,7.5,,,,,4.1,.1,3.5
152,울산,2016-12-19,9.6,11.5,,9,9.8,0,,,,,9.5,6.1,6.4
152,울산,2016-12-20,10.9,1.17,,.6,9.8,6.7,,,,,3.3,2.9,9.1
152,울산,2016-12-21,11.4,8.97,,21,9.8,1.8,,,,,7.3,6.6,8.2
152,울산,2016-12-22,13.4,8.83,,37.6,9.8,.7,,,,,8.5,7.1,11.9
152,울산,2016-12-23,4.2,.08,,0,9.8,5.1,,,,,5.4,5.4,4.3
152,울산,2016-12-24,2.7,,,,9.8,5.8,,,,,5.1,1,2.5
152,울산,2016-12-25,7.7,,,,9.8,5.6,,,,,5.5,4.3,5.5
152,울산,2016-12-26,7.3,16.87,,17.9,9.8,0,,,,,10,5.5,6.6
152,울산,2016-12-27,3.5,4.17,,2,9.8,6.5,,,,,3.5,1.9,3.8
152,울산,2016-12-28,2,,,,9.8,8.2,,,,,3.1,2.3,1.9
152,울산,2016-12-29,1.3,,,,9.8,8.2,,,,,1.8,.9,0
152,울산,2016-12-30,.9,,,,9.8,8.5,,,,,1.5,0,-.7
152,울산,2016-12-31,4.8,,,,9.8,8.4,,,,,2.8,2.8,2
152,울산,2017-01-01,6.5,,,,9.8,8.2,,,,,2.1,0,3.6
152,울산,2017-01-02,8.2,,,,9.8,8,,,,,2.8,1.8,5.2
152,울산,2017-01-03,7.1,,,,9.8,8.1,,,,,0,0,4.6
152,울산,2017-01-04,6.9,,,,9.8,7.4,,,,,2.4,0,3.1
152,울산,2017-01-05,5.5,15.42,,11.2,9.9,0,,,,,7.9,6.3,3.9
152,울산,2017-01-06,6.2,.98,,0,9.9,2.7,,,,,6.3,5.6,4.6
152,울산,2017-01-07,6.3,,,,9.9,3.2,,,,,5.6,3.1,4.1
152,울산,2017-01-08,8.4,8.82,,2.1,9.9,0,,,,,8.8,6.4,6.3
152,울산,2017-01-09,6.4,,,,9.9,8.2,,,,,1.8,1.8,5.8
152,울산,2017-01-10,2.4,,,,9.9,8.6,,,,,1.4,0,2.3
152,울산,2017-01-11,0,,,,10,7.8,,,,,4,0,-1.3
152,울산,2017-01-12,2.9,,,,10,7.1,,,,,3,.1,.8
152,울산,2017-01-13,.5,.92,,0,10,7.6,,,,,.5,.5,-.8
152,울산,2017-01-14,-3.5,,,,10,8.9,,,,,0,0,-2.8
152,울산,2017-01-15,-2.7,,,,10,9,,,,,0,0,-2.3
152,울산,2017-01-16,0,,,,10.1,9,,,,,0,0,-1.2
152,울산,2017-01-17,3.5,,,,10.1,6.9,,,,,4,.5,.5
152,울산,2017-01-18,3.1,,,,10.1,5.5,,,,,4.5,0,.5
152,울산,2017-01-19,4.1,,,,10.1,7.1,,,,,2.4,1.4,1.8
152,울산,2017-01-20,.7,.83,,0,10.1,6.8,,,,,1.5,1.5,-.7
152,울산,2017-01-21,-1,,,,10.2,7.9,,,,,2,0,-1.8
152,울산,2017-01-22,-1.3,1.67,,0,10.2,8.6,,,,,1.8,1.8,-.9
152,울산,2017-01-23,-3.5,,,,10.2,9.3,,,,,0,0,-2.7
152,울산,2017-01-24,-2.2,,,,10.2,9.4,,,,,0,0,-2.2
152,울산,2017-01-25,-.1,,,,10.3,9.5,,,,,0,0,-1.3
152,울산,2017-01-26,3.4,,,,10.3,9.5,,,,,1.9,0,.2
152,울산,2017-01-27,5.9,,,,10.3,6.1,,,,,3.8,.6,2.2
152,울산,2017-01-28,4.9,,,,10.3,9.2,,,,,2.5,.8,2.5
152,울산,2017-01-29,5.6,6.55,,1.9,10.4,0,,,,,10,6.6,3.9
152,울산,2017-01-30,2.4,2.77,,.1,10.4,9.3,,,,,1.9,.8,2.9
152,울산,2017-01-31,1.6,,,,10.4,9,,,,,1.9,1.4,1
152,울산,2017-02-01,1.4,,,,10.5,5.7,,,,,3.3,1.3,1.1
152,울산,2017-02-02,2.4,,,,10.5,9.6,,,,,0,0,.8
152,울산,2017-02-03,4.5,,,,10.5,9.1,,,,,.9,0,2.2
152,울산,2017-02-04,8.5,.25,,0,10.6,7,,,,,5.3,3.6,4.8
152,울산,2017-02-05,7.1,7.3,,2.4,10.6,4.3,,,,,6.6,5.5,6
152,울산,2017-02-06,2.9,,,,10.6,9.6,,,,,0,0,2.5
152,울산,2017-02-07,3.3,,,,10.6,7.4,,,,,4.4,1.4,2.6
152,울산,2017-02-08,4.7,.83,,0,10.7,2.7,,,,,8.6,7,3.9
152,울산,2017-02-09,.3,.5,,0,10.7,9.3,,,,,3.8,1.3,2.2
152,울산,2017-02-10,-2.4,,,,10.7,9.8,,,,,.3,.3,-.4
152,울산,2017-02-11,-1.3,,,,10.8,9.9,,,,,.1,.1,-.3
152,울산,2017-02-12,1.4,,,,10.8,10,,,,,0,0,1.2
152,울산,2017-02-13,3.6,,,,10.8,9.7,,,,,1.6,1.6,2.3
152,울산,2017-02-14,3.4,.18,,0,10.9,9.8,,,,,.8,.8,3.4
152,울산,2017-02-15,6.6,,,,10.9,10.1,,,,,1,0,3.9
152,울산,2017-02-16,10.4,3.17,,.8,10.9,7.9,,,,,4.8,2.6,5.9
152,울산,2017-02-17,11.4,2.88,,.6,11,7.9,,,,,5.4,2,10.2
152,울산,2017-02-18,2.5,,,,11,9.7,,,,,2,0,3.1
152,울산,2017-02-19,5.8,.42,,.1,11.1,9.2,,,,,5,1.9,4.9
152,울산,2017-02-20,8.2,4.05,,1.2,11.1,6,,,,,3.9,2.9,8.5
152,울산,2017-02-21,3.1,,,,11.1,9.8,,,,,4,3.5,3.7
152,울산,2017-02-22,6.1,14.08,,18.2,11.2,0,,,,,9.8,5.6,5.3
152,울산,2017-02-23,3.7,,,,11.2,7.7,,,,,3.6,.8,4.2
152,울산,2017-02-24,2,,,,11.2,10.4,,,,,.5,0,1.6
152,울산,2017-02-25,5.3,,,,11.3,10.4,,,,,.1,0,2.3
152,울산,2017-02-26,5.4,,,,11.3,8.8,,,,,3.6,2,3.1
152,울산,2017-02-27,5,4,,.3,11.3,2.5,,,,,8.5,7.5,4.2
152,울산,2017-02-28,7.3,,,,11.4,10.4,,,,,.8,.8,6.4
152,울산,2017-03-01,8.2,1.5,,8.1,11.4,7.2,,,,,7.3,2.1,7.1
152,울산,2017-03-02,5.4,4.33,,3.1,11.5,7,,,,,4.8,3.3,5.4
152,울산,2017-03-03,5.6,,,,11.5,10.7,,,,,2.1,0,4.5
152,울산,2017-03-04,8.8,,,,11.5,10.1,,,,,2,0,7
152,울산,2017-03-05,8.7,,,,11.6,5.3,,,,,6.1,2.5,7.3
152,울산,2017-03-06,5.8,,,,11.6,10.4,,,,,3,0,5.2
152,울산,2017-03-07,2,,,,11.6,10.9,,,,,.5,0,2.2
152,울산,2017-03-08,2.4,,,,11.7,11.1,,,,,0,0,3.1
152,울산,2017-03-09,6.9,,,,11.7,11,,,,,0,0,5.8
152,울산,2017-03-10,7.3,,,,11.8,11.1,,,,,.1,.1,7.7
152,울산,2017-03-11,8.6,,,,11.8,11.1,,,,,.4,0,7.5
152,울산,2017-03-12,10.7,,,,11.8,9,,,,,3.6,1.9,8.8
152,울산,2017-03-13,9.6,,,,11.9,8.4,,,,,6.3,3.1,10.2
152,울산,2017-03-14,7.2,2.17,,.2,11.9,5.3,,,,,5.5,5.5,9.6
152,울산,2017-03-15,6,,,,11.9,10.9,,,,,1.1,1.1,8.5
152,울산,2017-03-16,7.9,,,,12,5.7,,,,,4.9,1.6,7.9
152,울산,2017-03-17,9.4,,,,12,10.8,,,,,.4,.4,10
152,울산,2017-03-18,10.2,,,,12.1,5.8,,,,,5.1,2.5,9.6
152,울산,2017-03-19,10.6,,,,12.1,10.6,,,,,.6,0,10.1
152,울산,2017-03-20,8.9,6.92,,6.5,12.1,2.4,,,,,7,4.4,8.4
152,울산,2017-03-21,7.7,5.67,,2,12.2,5.9,,,,,4.9,4,8.4
152,울산,2017-03-22,8.6,,,,12.2,8.9,,,,,5.9,0,8.6
152,울산,2017-03-23,10.9,,,,12.2,8.3,,,,,8.1,6.4,11.2
152,울산,2017-03-24,8.7,,,,12.3,1.5,,,,,9.6,6.4,8.7
152,울산,2017-03-25,8.6,2.62,,.1,12.3,.4,,,,,9.4,6.8,8.6
152,울산,2017-03-26,6.6,6.08,,3.1,12.4,1.6,,,,,9.3,5.8,7.5
152,울산,2017-03-27,6.4,.98,,.4,12.4,7.1,,,,,3.4,2.9,7.1
152,울산,2017-03-28,9.1,.08,,0,12.4,10.3,,,,,3.6,2,9.5
152,울산,2017-03-29,9.2,3.75,,1.1,12.5,3.9,,,,,8.1,4.1,10.3
152,울산,2017-03-30,12,,,,12.5,10.6,,,,,2.4,.9,11.4
152,울산,2017-03-31,9.5,4.33,,3,12.5,0,,,,,9.4,6.9,9.2
152,울산,2017-04-01,7.5,12.43,3.7,10.1,12.6,1.8,,,,,7.6,6.1,9.9
152,울산,2017-04-02,8,,,,12.6,10.9,,,,,1.6,1.6,8.5
152,울산,2017-04-03,14.5,,,,12.7,11.9,,,,,0,0,10.6
152,울산,2017-04-04,16,,,,12.7,11,,,,,3.4,0,12.8
