지점,지점명,일시,평균기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C)
152,울산,2017-04-05,14.2,10.72,2.4,8.7,12.7,0,,,,,9.9,6.3,12.4
152,울산,2017-04-06,16.1,11.03,9.4,35.1,12.8,0,,,,,9,4.9,15.8
152,울산,2017-04-07,15.2,,,,12.8,11.8,,,,,3.4,0,19.3
152,울산,2017-04-08,16.4,,,,12.8,10.6,,,,,2.9,0,20.3
152,울산,2017-04-09,12.7,,,,12.9,3.5,,,,,7.1,2.9,14.8
152,울산,2017-04-10,11.6,2.67,.4,.5,12.9,7.4,,,,,7,5,13
152,울산,2017-04-11,11.9,11.25,3.3,15.7,12.9,5.3,,,,,6.5,4.1,12.8
152,울산,2017-04-12,13.2,,,,13,10.3,,,,,4,.5,13.2
152,울산,2017-04-13,15.1,,,,13,11.3,,,,,.3,.3,16.9
152,울산,2017-04-14,17.1,,,,13.1,6.5,,,,,4.5,2.3,15.4
152,울산,2017-04-15,19.9,1.03,.1,.1,13.1,10.3,,,,,3.5,1.3,22.9
152,울산,2017-04-16,18.1,,,,13.1,11.7,,,,,4.8,0,20.3
152,울산,2017-04-17,14.8,13,9.8,40.7,13.2,0,,,,,8.9,7.6,15
152,울산,2017-04-18,15.9,.42,.7,.7,13.2,11,,,,,1.4,1.1,19.5
152,울산,2017-04-19,15.7,,,,13.2,12.2,,,,,.9,0,14.4
152,울산,2017-04-20,14.8,1.22,0,0,13.3,3.5,,,,,9.3,6.9,14.4
152,울산,2017-04-21,14.3,,,,13.3,8,,,,,7.1,0,14.8
152,울산,2017-04-22,12.3,,,,13.3,11,,,,,1.6,1,14.2
152,울산,2017-04-23,14,,,,13.4,12.3,,,,,0,0,15.9
152,울산,2017-04-24,16.3,,,,13.4,12.5,,,,,.1,.1,16.6
152,울산,2017-04-25,19.2,,,,13.4,6.1,,,,,6.8,2.8,18
152,울산,2017-04-26,14.1,3.12,.2,.3,13.5,.7,,,,,8.9,4.6,16.3
152,울산,2017-04-27,13.2,,,,13.5,11.1,,,,,3,.5,15.4
152,울산,2017-04-28,17.6,,,,13.5,12.7,,,,,1,.3,16.9
152,울산,2017-04-29,18.8,,,,13.6,12.4,,,,,0,0,19.1
152,울산,2017-04-30,23.1,,,,13.6,11.9,,,,,0,0,22.2
152,울산,2017-05-01,16.8,,,,13.6,12.1,,,,,1.5,0,20.5
152,울산,2017-05-02,14.3,,,,13.7,12.4,,,,,6.4,0,18.2
152,울산,2017-05-03,16.4,,,,13.7,12.5,,,,,2.4,0,20.3
152,울산,2017-05-04,18.1,1.15,.1,.1,13.7,10.1,,,,,6.3,1.9,21.1
152,울산,2017-05-05,19.7,2.98,3.7,4.6,13.8,1.4,,,,,9,5.6,20.4
152,울산,2017-05-06,19.6,,,,13.8,9.3,,,,,3.6,1.1,20.3
152,울산,2017-05-07,21,,,,13.8,12.4,,,,,0,0,20.8
152,울산,2017-05-08,22.1,,,,13.9,7.6,,,,,6.1,3.8,22
152,울산,2017-05-09,15.7,10.95,3.8,14.9,13.9,0,,,,,9.9,7.8,16.4
152,울산,2017-05-10,17.3,,,,13.9,3.9,,,,,6.6,4.8,17.2
152,울산,2017-05-11,20.2,.08,0,0,13.9,6.8,,,,,7.9,1,19.6
152,울산,2017-05-12,17.5,8.25,1.7,6.2,14,0,,,,,9.8,5.5,17.6
152,울산,2017-05-13,18.4,,,,14,11.7,,,,,1.8,1.4,20.7
152,울산,2017-05-14,19.9,,,,14,13,,,,,2,0,19.5
152,울산,2017-05-15,18.5,,,,14,11.9,,,,,6,.1,19.1
152,울산,2017-05-16,16.7,,,,14.1,7.2,,,,,6.4,4.6,17.5
152,울산,2017-05-17,16.8,1.3,.2,.2,14.1,8.1,,,,,4.5,3,18.8
152,울산,2017-05-18,20.2,,,,14.1,12.7,,,,,.1,.1,22.4
152,울산,2017-05-19,24.6,,,,14.2,13.1,,,,,0,0,24.8
152,울산,2017-05-20,23.9,,,,14.2,11.3,,,,,4.4,0,25.3
152,울산,2017-05-21,21.9,,,,14.2,10.8,,,,,5.6,0,25.5
152,울산,2017-05-22,19.9,,,,14.2,12.8,,,,,1.8,.3,24.9
152,울산,2017-05-23,20.9,,,,14.2,6.6,,,,,8.6,3.6,24.5
152,울산,2017-05-24,19.1,1.28,.3,.3,14.3,3.2,,,,,7.3,3.5,21.7
152,울산,2017-05-25,21.5,,,,14.3,13.1,,,,,.6,.1,25.3
152,울산,2017-05-26,15.1,,,,14.3,8.7,,,,,4.6,4.6,21.5
152,울산,2017-05-27,17.4,,,,14.3,12.4,,,,,.5,.5,22.2
152,울산,2017-05-28,20.9,,,,14.3,13.1,,,,,.5,0,24.7
152,울산,2017-05-29,23.2,,,,14.4,12.6,,,,,0,0,26.9
152,울산,2017-05-30,25.6,,,,14.4,7.6,,,,,6.4,0,27.4
152,울산,2017-05-31,23.1,,,,14.4,6.2,,,,,7.5,1.4,27.2
152,울산,2017-06-01,21.2,1.6,12.3,13.4,14.4,9.8,,,,,3.5,2.9,26.1
152,울산,2017-06-02,17.1,,,,14.4,13.2,,,,,.1,.1,21.8
152,울산,2017-06-03,18.4,,,,14.4,12,,,,,4.4,2.8,23.3
152,울산,2017-06-04,18.4,,,,14.5,13.1,,,,,.4,.1,23.1
152,울산,2017-06-05,18,,,,14.5,12.5,,,,,3.4,.3,22.9
152,울산,2017-06-06,17.7,5.45,0,0,14.5,.4,,,,,8.8,4,19.9
152,울산,2017-06-07,20.4,8.92,1.5,7,14.5,2.4,,,,,8.5,5.1,20.5
152,울산,2017-06-08,21.3,,,,14.5,13.5,,,,,2.3,.4,23.9
152,울산,2017-06-09,24.5,,,,14.5,11.3,,,,,3.9,1,26.3
152,울산,2017-06-10,21.1,,,,14.5,7,,,,,8.6,3.9,24.2
152,울산,2017-06-11,19,,,,14.5,11.3,,,,,4.6,3.8,24.8
152,울산,2017-06-12,17.8,,,,14.5,9.6,,,,,7.4,2.6,22.5
152,울산,2017-06-13,18.1,1.95,2.5,2.8,14.5,9.3,,,,,6.6,4.1,25.9
152,울산,2017-06-14,20.7,,,,14.5,13.2,,,,,1.5,1.5,25.8
152,울산,2017-06-15,23.8,,,,14.6,13.1,,,,,0,0,28.8
152,울산,2017-06-16,19.3,,,,14.6,12.5,,,,,1.3,1.3,25.5
152,울산,2017-06-17,19.8,,,,14.6,12.2,,,,,.3,.3,27
152,울산,2017-06-18,21.3,,,,14.6,11.9,,,,,.6,.6,29.1
152,울산,2017-06-19,24.3,,,,14.6,12.4,,,,,2.4,0,29.8
152,울산,2017-06-20,22.1,5.92,3.2,8.9,14.6,2.1,,,,,9.3,3.4,25.1
152,울산,2017-06-21,22.2,,,,14.6,8.4,,,,,6.8,2.3,28.1
152,울산,2017-06-22,23.1,,,,14.6,12.3,,,,,3.6,.5,28.7
152,울산,2017-06-23,24,,,,14.6,11.1,,,,,4,0,30.1
152,울산,2017-06-24,23.3,,,,14.6,6.7,,,,,6.6,4.6,30.3
152,울산,2017-06-25,22.6,4.13,2.6,3.1,14.6,5.2,,,,,8.3,4.8,30.8
152,울산,2017-06-26,21.5,1.68,.2,.2,14.6,.6,,,,,9.4,6.1,23.4
152,울산,2017-06-27,22.2,,,,14.6,5.6,,,,,8.3,3.9,25.6
152,울산,2017-06-28,23.7,,,,14.5,9.7,,,,,3.9,1.4,28.4
152,울산,2017-06-29,23.3,3.63,1.3,2.8,14.5,.5,,,,,9.4,4.6,25.9
152,울산,2017-06-30,26.1,.9,.3,.3,14.5,10,,,,,7.1,4.4,28.4
152,울산,2017-07-01,27.3,.6,0,0,14.5,1.5,,,,,9.1,3.6,28.5
152,울산,2017-07-02,27.4,2.5,8.6,16.6,14.5,5.2,,,,,7.9,2.4,28.2
152,울산,2017-07-03,27.5,.17,0,0,14.5,3.2,,,,,8.4,5.1,26.7
152,울산,2017-07-04,24.5,5.58,10.6,18.9,14.5,1.5,,,,,9.4,4.8,25.7
152,울산,2017-07-05,23.8,1.7,.9,.9,14.5,2.8,,,,,8.5,7.3,25.6
152,울산,2017-07-06,25,.58,0,0,14.5,2.7,,,,,7.8,3,26.2
152,울산,2017-07-07,26.1,3.72,.8,1,14.5,2.2,,,,,8.6,3.5,26
152,울산,2017-07-08,26.9,5.32,1.3,1.7,14.5,.9,,,,,9.4,5.3,26.7
152,울산,2017-07-09,28,1.5,.4,.4,14.4,8.2,,,,,7.3,2.3,29.7
152,울산,2017-07-10,27.4,.67,0,0,14.4,.1,,,,,9.1,7,26.5
152,울산,2017-07-11,27.6,.42,0,0,14.4,3,,,,,8.5,5.1,27.6
152,울산,2017-07-12,28.9,,,,14.4,12.5,,,,,.4,.4,30.2
152,울산,2017-07-13,28.2,,,,14.4,13,,,,,1.9,0,31.5
152,울산,2017-07-14,28.6,,,,14.4,8.2,,,,,5.8,1.8,30.9
152,울산,2017-07-15,28.7,.67,.1,.1,14.4,1,,,,,8.6,4.3,29
152,울산,2017-07-16,30.1,,,,14.3,7.4,,,,,6.8,2.9,32.3
152,울산,2017-07-17,29.1,1.08,.3,.3,14.3,4.4,,,,,7.5,4.1,30.5
152,울산,2017-07-18,28.8,,,,14.3,8.2,,,,,4.6,3,31.1
152,울산,2017-07-19,28.2,,,,14.3,12.2,,,,,.9,.9,32.8
152,울산,2017-07-20,28.3,,,,14.2,11.5,,,,,1.1,.6,33.4
152,울산,2017-07-21,30.4,1,2.5,2.5,14.2,8.7,,,,,5.6,2.6,33.6
152,울산,2017-07-22,27.8,2.37,1,1.1,14.2,7,,,,,7.5,4.3,31.2
152,울산,2017-07-23,29,,,,14.2,1,,,,,7.4,3.6,30.6
152,울산,2017-07-24,27.5,2.4,15.4,17,14.1,5,,,,,7.9,4,31.2
152,울산,2017-07-25,25.1,2.9,28,30.4,14.1,.1,,,,,8.5,5.6,26.2
152,울산,2017-07-26,25,,,,14.1,11.1,,,,,3.3,3.3,26.1
152,울산,2017-07-27,24.7,,,,14.1,13.1,,,,,1.4,.9,26.8
152,울산,2017-07-28,26.2,,,,14,11,,,,,5.6,2.1,28.5
152,울산,2017-07-29,23.3,1.98,11.1,11.2,14,0,,,,,9.3,6,24.7
152,울산,2017-07-30,25.4,,,,14,2.8,,,,,7.8,4,26.8
152,울산,2017-07-31,25.5,2.92,1.6,2.5,14,0,,,,,9.6,6.5,26.3
152,울산,2017-08-01,25.8,.23,.8,.8,13.9,7,,,,,6.4,4.6,27.7
152,울산,2017-08-02,24.8,,,,13.9,6.1,,,,,6.1,4.4,26.6
152,울산,2017-08-03,26.3,,,,13.9,10.9,,,,,6,5.3,28.6
152,울산,2017-08-04,28.1,,,,13.9,11.9,,,,,1.9,1,31.7
152,울산,2017-08-05,28.7,,,,13.8,11.6,,,,,3.1,2.5,34.2
152,울산,2017-08-06,29.4,,,,13.8,12.8,,,,,1,.8,35
152,울산,2017-08-07,28.7,,,,13.8,11,,,,,2.3,2.1,33.1
152,울산,2017-08-08,29,.33,0,0,13.7,9.9,,,,,5.8,3,35.1
152,울산,2017-08-09,26.4,6.57,9.7,15.9,13.7,.5,,,,,9.9,4.5,28
152,울산,2017-08-10,25.1,5.48,3.8,9,13.7,1,,,,,9.1,6.6,27.2
152,울산,2017-08-11,25.6,,,,13.6,11.1,,,,,4.4,4.4,27.3
152,울산,2017-08-12,24.5,,,,13.6,6.4,,,,,6,5.5,25.5
152,울산,2017-08-13,24.3,2.78,0,0,13.6,.9,,,,,8.8,5.8,24.7
152,울산,2017-08-14,22.9,17.78,12.4,34.1,13.5,0,,,,,10,7.1,23.2
152,울산,2017-08-15,24.2,11.13,.3,1.3,13.5,0,,,,,10,6.8,25.1
152,울산,2017-08-16,24.6,.18,0,0,13.5,4.7,,,,,7.8,7.5,26.4
152,울산,2017-08-17,24.8,,,,13.5,5.7,,,,,7,5.4,26.7
152,울산,2017-08-18,25,.5,0,0,13.4,3.5,,,,,7.8,7.1,26.7
152,울산,2017-08-19,25.2,2.12,.6,.6,13.4,5.5,,,,,8.4,6,27.9
152,울산,2017-08-20,25.8,1.92,1.1,1.1,13.3,1.2,,,,,9.1,6.1,27.2
152,울산,2017-08-21,26.9,2.08,1.9,2.1,13.3,4.2,,,,,8.4,4.1,28.4
152,울산,2017-08-22,27.6,2.25,3.3,3.3,13.3,6.4,,,,,5.9,4.9,27.4
152,울산,2017-08-23,29.7,,,,13.2,10.9,,,,,4.4,2.4,31.9
152,울산,2017-08-24,30.6,,,,13.2,10.9,,,,,6.3,2.4,30.4
152,울산,2017-08-25,26.5,1.12,1.6,1.6,13.2,6.9,,,,,6.4,4,27.8
152,울산,2017-08-26,24.5,,,,13.1,11.9,,,,,2.6,0,26.2
152,울산,2017-08-27,23.1,,,,13.1,12.3,,,,,2.1,.3,25.7
152,울산,2017-08-28,25.5,,,,13.1,11.5,,,,,2,0,30
152,울산,2017-08-29,24.7,,,,13,7.5,,,,,5.3,2.5,28.3
152,울산,2017-08-30,22.2,,,,13,4.7,,,,,7.4,4.4,25.6
152,울산,2017-08-31,21.9,,,,13,12.1,,,,,1.8,.1,25.9
152,울산,2017-09-01,21.5,.77,0,0,12.9,9.3,,,,,4.6,3.9,24.8
152,울산,2017-09-02,21,,,,12.9,9.8,,,,,5.5,1.4,24
152,울산,2017-09-03,21.5,,,,12.9,11.7,,,,,3.5,1.8,27.1
152,울산,2017-09-04,22.2,,,,12.8,5.7,,,,,8,2.4,25.9
152,울산,2017-09-05,22,4.83,.3,.4,12.8,1.7,,,,,9.3,4.4,25.1
152,울산,2017-09-06,21.7,8.68,9.2,25.3,12.8,0,,,,,10,5.8,24.1
152,울산,2017-09-07,21.1,4.4,3.1,3.6,12.7,3.7,,,,,6.6,2.8,22.1
152,울산,2017-09-08,22.9,,,,12.7,9.8,,,,,1.8,.9,23.1
152,울산,2017-09-09,23.8,,,,12.6,8.8,,,,,4.6,1.1,24.8
152,울산,2017-09-10,23.1,,,,12.6,5.1,,,,,6.5,2.5,24
152,울산,2017-09-11,21.3,9.3,40.3,104.5,12.6,.2,,,,,9.9,6.8,22.6
152,울산,2017-09-12,23,,,,12.5,11.3,,,,,2.1,2.1,24.3
152,울산,2017-09-13,21.6,,,,12.5,11.7,,,,,.1,.1,22
152,울산,2017-09-14,21.2,,,,12.5,11.3,,,,,3.4,1.5,22.3
152,울산,2017-09-15,21.9,,,,12.4,5.6,,,,,7.9,2.5,20.6
152,울산,2017-09-16,22,4.33,1.7,2.9,12.4,.1,,,,,9.6,6.1,21
152,울산,2017-09-17,20.7,17.6,3.8,18.2,12.3,.1,,,,,8.6,7,20.7
152,울산,2017-09-18,21.7,,,,12.3,11.4,,,,,1.6,1.5,22.9
152,울산,2017-09-19,22.8,,,,12.3,8.7,,,,,5.1,1,22.8
152,울산,2017-09-20,22,,,,12.2,4.2,,,,,5.8,2.9,21.2
152,울산,2017-09-21,19.7,,,,12.2,10.1,,,,,2.9,1,20.3
152,울산,2017-09-22,20.3,,,,12.2,10.3,,,,,3.6,.8,21.2
152,울산,2017-09-23,21,,,,12.1,5.8,,,,,6.3,2,21.1
152,울산,2017-09-24,21.5,,,,12.1,10.2,,,,,1.3,.4,22.1
152,울산,2017-09-25,22.1,,,,12.1,10.2,,,,,1.9,.6,22.7
152,울산,2017-09-26,21.5,,,,12,10.2,,,,,5.8,3.6,23.1
152,울산,2017-09-27,18.7,12.68,6.3,23.1,12,0,,,,,9.4,6.9,19.4
152,울산,2017-09-28,20.2,.17,0,0,11.9,7.3,,,,,4.6,4,21.2
152,울산,2017-09-29,17.2,,,,11.9,10.8,,,,,3.5,0,17.9
152,울산,2017-09-30,18.2,,,,11.9,11.1,,,,,.4,0,17.9
152,울산,2017-10-01,18.2,7.33,1.8,5.3,11.8,.3,,,,,8.9,4.5,17.4
152,울산,2017-10-02,20.7,10.08,7.1,26.9,11.8,3.7,,,,,9,6.9,20.8
152,울산,2017-10-03,19.3,1.58,0,0,11.8,3.9,,,,,6.6,5.1,19.6
152,울산,2017-10-04,17.9,.33,0,0,11.7,1.6,,,,,8.6,6.4,18.3
152,울산,2017-10-05,17.3,2.83,0,0,11.7,.2,,,,,9.8,4.1,16.1
152,울산,2017-10-06,17.8,11.33,5.4,16.2,11.7,.4,,,,,9.6,7,18.3
152,울산,2017-10-07,20.2,,,,11.6,2.4,,,,,7.8,6.6,20.2
152,울산,2017-10-08,21,,,,11.6,8,,,,,3.8,2.9,21.3
152,울산,2017-10-09,22,,,,11.5,10.7,,,,,.1,.1,22.4
152,울산,2017-10-10,22.5,,,,11.5,9.2,,,,,3.3,3,22.5
152,울산,2017-10-11,21.8,.3,0,0,11.5,2.8,,,,,8.9,4.1,21.8
152,울산,2017-10-12,15.5,11.72,2.6,11.2,11.4,0,,,,,10,5.9,16
152,울산,2017-10-13,15.2,,,,11.4,8.9,,,,,5.8,2.9,16.3
152,울산,2017-10-14,15.6,,,,11.4,6.6,,,,,5.8,.8,15
152,울산,2017-10-15,16.6,6.75,1.7,2.4,11.3,0,,,,,9.8,6.8,14.4
152,울산,2017-10-16,17.3,2.23,0,0,11.3,0,,,,,8.4,5.5,15.1
152,울산,2017-10-17,17.3,,,,11.2,5.9,,,,,6.1,4.9,16.3
152,울산,2017-10-18,17.2,1.98,0,0,11.2,0,,,,,9.5,5.4,14.6
152,울산,2017-10-19,16.1,1,.9,.9,11.2,.9,,,,,8.8,4.8,15.5
152,울산,2017-10-20,16.8,.37,0,0,11.1,7.1,,,,,3.3,3.3,16
152,울산,2017-10-21,17.5,,,,11.1,9,,,,,4.9,4.1,15.9
152,울산,2017-10-22,17.6,1.42,.2,.2,11.1,5.7,,,,,7.6,7,16.3
152,울산,2017-10-23,13.7,1.25,0,0,11,5.1,,,,,6,4.8,13.1
152,울산,2017-10-24,12.5,.32,0,0,11,4,,,,,4.8,3.8,12.6
152,울산,2017-10-25,12.9,,,,11,10,,,,,.1,0,12.9
152,울산,2017-10-26,14.1,,,,10.9,6.4,,,,,5,3.4,14
152,울산,2017-10-27,16.3,,,,10.9,7.9,,,,,5.3,4.1,15.4
152,울산,2017-10-28,17.9,,,,10.9,.3,,,,,8.9,5.1,16.3
152,울산,2017-10-29,16.4,,,,10.8,8.4,,,,,2.6,.5,16.1
152,울산,2017-10-30,10.2,,,,10.8,9.9,,,,,.3,.3,10.8
152,울산,2017-10-31,11.4,,,,10.8,9.8,,,,,.1,0,10.6
152,울산,2017-11-01,13.8,,,,10.7,9.9,,,,,3.1,.9,12.6
152,울산,2017-11-02,14.8,,,,10.7,6.4,,,,,6.5,.9,13.5
152,울산,2017-11-03,15.9,,,,10.7,8.9,,,,,1.1,.8,14.8
152,울산,2017-11-04,9.3,,,,10.6,8,,,,,2.3,2.3,9.9
152,울산,2017-11-05,10.3,,,,10.6,9.7,,,,,0,0,10
152,울산,2017-11-06,12.7,,,,10.6,9.6,,,,,1.3,.1,11.2
152,울산,2017-11-07,15.9,,,,10.5,7.1,,,,,6.9,1.4,13.3
152,울산,2017-11-08,17,,,,10.5,8.6,,,,,2.5,0,15.5
152,울산,2017-11-09,13,,,,10.5,9.3,,,,,.4,.4,12.5
152,울산,2017-11-10,15.3,.07,,0,10.5,8.5,,,,,1.8,1.8,13.3
152,울산,2017-11-11,8.5,,,,10.4,9.6,,,,,0,0,9.4
152,울산,2017-11-12,8.8,,,,10.4,8.5,,,,,3.5,.9,7.4
152,울산,2017-11-13,11.2,,,,10.4,7.7,,,,,6,1.1,9.6
152,울산,2017-11-14,12,,,,10.3,8.8,,,,,2.3,0,10.7
152,울산,2017-11-15,7.7,,,,10.3,9.3,,,,,.8,.8,7.3
152,울산,2017-11-16,5.2,,,,10.3,9.4,,,,,0,0,5.7
152,울산,2017-11-17,9.4,,,,10.3,7.9,,,,,5.1,1.5,8
152,울산,2017-11-18,5.1,,,,10.2,8.7,,,,,3,1.3,6.7
152,울산,2017-11-19,2.2,,,,10.2,8.5,,,,,3.8,1.3,2.8
152,울산,2017-11-20,5,,,,10.2,8.7,,,,,2.8,1.3,5
152,울산,2017-11-21,6.5,,,,10.2,9.3,,,,,.6,0,5.3
152,울산,2017-11-22,8.3,,,,10.1,1.2,,,,,8.5,4.6,6.5
152,울산,2017-11-23,4.4,,,,10.1,9.3,,,,,1.6,.9,4.5
152,울산,2017-11-24,4.1,,,,10.1,9.1,,,,,2.6,2.6,3.4
152,울산,2017-11-25,6,,,,10.1,7.9,,,,,3.5,.3,4.1
152,울산,2017-11-26,10.9,,,,10,6.2,,,,,4.8,3,7.7
152,울산,2017-11-27,9.8,,,,10,6.7,,,,,3.5,3.5,7.3
152,울산,2017-11-28,12.8,,,,10,7.3,,,,,2.4,1.9,10.3
152,울산,2017-11-29,11.3,,,,10,6.1,,,,,4.8,4.6,9.3
152,울산,2017-11-30,5.6,,,,10,2.2,,,,,5.8,4.6,6.3
152,울산,2017-12-01,.9,,,,10,9.3,,,,,.3,0,1.3
152,울산,2017-12-02,3.3,,,,9.9,8.3,,,,,3,.9,2.4
152,울산,2017-12-03,6.6,,,,9.9,8.6,,,,,3.4,.9,4
152,울산,2017-12-04,5.6,,,,9.9,7.9,,,,,2.3,2.3,4.9
152,울산,2017-12-05,-.4,,,,9.9,9.1,,,,,0,0,.6
152,울산,2017-12-06,2,,,,9.9,9,,,,,.1,0,1.3
152,울산,2017-12-07,4.8,,,,9.8,7.3,,,,,4,2.1,2.4
152,울산,2017-12-08,.7,,,,9.9,9.1,,,,,.3,.3,.5
152,울산,2017-12-09,3,,,,9.8,8.4,,,,,3.9,2.9,2.7
152,울산,2017-12-10,5.8,.85,,0,9.8,4.7,,,,,4.4,2.8,4
152,울산,2017-12-11,-.1,,,,9.8,9,,,,,.9,.9,.9
152,울산,2017-12-12,-4.1,,,,9.8,9,,,,,.4,0,-2.8
152,울산,2017-12-13,-2.1,,,,9.8,9.1,,,,,.3,0,-2.4
152,울산,2017-12-14,1.1,,,,9.8,7.3,,,,,3.3,.3,-.7
152,울산,2017-12-15,3.5,,,,9.8,7.9,,,,,3.1,.8,1.9
152,울산,2017-12-16,.8,,,,9.8,8.1,,,,,1.9,.6,.1
152,울산,2017-12-17,-2.3,,,,9.8,9,,,,,0,0,-2.2
152,울산,2017-12-18,1.6,,,,9.8,9,,,,,.3,0,-.4
152,울산,2017-12-19,1.6,,,,9.8,8.1,,,,,.8,.8,.7
152,울산,2017-12-20,.4,,,,9.8,9,,,,,1,1,0
152,울산,2017-12-21,2.7,,,,9.8,9,,,,,0,0,.8
152,울산,2017-12-22,4,,,,9.8,9,,,,,0,0,1.9
152,울산,2017-12-23,6.8,,,,9.8,8.1,,,,,3.9,0,3.4
152,울산,2017-12-24,8.1,4.08,,12.7,9.8,1.2,,,,,7.3,5.5,4.8
152,울산,2017-12-25,2.5,,,,9.8,9,,,,,0,0,1.3
152,울산,2017-12-26,1.7,,,,9.8,7.8,,,,,2.4,2.4,.5
152,울산,2017-12-27,-1.8,,,,9.8,9,,,,,0,0,-1.7
152,울산,2017-12-28,.8,,,,9.8,6,,,,,2.9,0,-.9
152,울산,2017-12-29,4.8,,,,9.8,8.3,,,,,.9,.9,.6
152,울산,2017-12-30,5.5,,,,9.8,1.4,,,,,7.8,5.9,2.6
152,울산,2017-12-31,4.7,,,,9.8,8.8,,,,,1.8,1.8,2.7
152,울산,2018-01-01,2.1,,,,9.8,9.1,,,,,0,0,.7
152,울산,2018-01-02,3.7,,,,9.8,8.1,,,,,2.4,1.8,.9
152,울산,2018-01-03,.9,,,,9.8,8.9,,,,,4.4,0,.5
152,울산,2018-01-04,1.4,,,,9.8,7.1,,,,,6.6,2.4,.3
152,울산,2018-01-05,3.3,1.08,,0,9.8,6.5,,,,,4.1,2.9,2.7
152,울산,2018-01-06,1.9,,,,9.9,9.1,,,,,0,0,1
152,울산,2018-01-07,3.5,1.33,,.3,9.9,2.9,,,,,6.6,4.8,.7
152,울산,2018-01-08,4.5,13.22,,4.4,9.9,0,,,,,8.1,6.3,3.3
152,울산,2018-01-09,1.1,2.52,,.1,9.9,7.5,,,,.3,3.6,3.4,1.6
152,울산,2018-01-10,-1.8,.47,,.1,9.9,7.8,,,,0,1.9,1.9,-.7
152,울산,2018-01-11,-5.6,,,,10,9.3,,,,,0,0,-3.4
152,울산,2018-01-12,-5.5,,,,10,9.3,,,,,0,0,-4.2
152,울산,2018-01-13,-1,.2,,0,10,9.1,,,,,1.9,.8,-2
152,울산,2018-01-14,2.5,,,,10,8.5,,,,,1.3,.3,-.4
152,울산,2018-01-15,7.9,.33,,.1,10,8.8,,,,,2.6,1.1,2.1
152,울산,2018-01-16,7.1,13.52,,18.2,10.1,.4,,,,,7.9,5.1,3.6
152,울산,2018-01-17,5.5,11.33,,8.1,10.1,1.2,,,,,6.6,4.6,4.9
152,울산,2018-01-18,6.1,,,,10.1,3.9,,,,,8,5.5,3.8
152,울산,2018-01-19,4.2,,,,10.1,8.3,,,,,1.4,0,2.6
152,울산,2018-01-20,4.1,,,,10.1,8.9,,,,,1.4,0,1.8
152,울산,2018-01-21,4.5,,,,10.2,8.1,,,,,3.4,.5,2.2
152,울산,2018-01-22,5.3,.75,,0,10.2,3.2,,,,,6,5.3,3.4
152,울산,2018-01-23,-3,.38,,0,10.2,8.9,,,,,.8,.3,-2.5
152,울산,2018-01-24,-8.2,,,,10.2,9.4,,,,,.5,0,-5.2
152,울산,2018-01-25,-7,,,,10.3,9.2,,,,,5.4,0,-4.6
152,울산,2018-01-26,-7.8,,,,10.3,9.5,,,,,1.1,0,-4.9
152,울산,2018-01-27,-3.2,,,,10.3,9.5,,,,,1.9,.6,-3.5
152,울산,2018-01-28,.2,,,,10.3,6.9,,,,,5.5,3,-.3
152,울산,2018-01-29,-3.6,,,,10.4,9.2,,,,,1.1,0,-2.5
152,울산,2018-01-30,-2.5,,,,10.4,8.2,,,,,2.6,0,-2.5
152,울산,2018-01-31,1.7,,,,10.4,7.4,,,,,5.9,3.5,-.3
152,울산,2018-02-01,1.7,,,,10.5,9.3,,,,,.4,0,.7
152,울산,2018-02-02,1.2,,,,10.5,5,,,,,6,2.4,-.5
152,울산,2018-02-03,-1.6,,,,10.5,9.4,,,,,0,0,-1.3
152,울산,2018-02-04,-5.5,,,,10.5,9.6,,,,,0,0,-3.1
152,울산,2018-02-05,-5.3,,,,10.6,9.7,,,,,0,0,-3.6
152,울산,2018-02-06,-6.1,,,,10.6,9.9,,,,,0,0,-4
152,울산,2018-02-07,-4.4,,,,10.6,10,,,,,.3,.3,-3
152,울산,2018-02-08,-.1,,,,10.7,9.5,,,,,1.3,1.3,-.7
152,울산,2018-02-09,5.4,.93,,.2,10.7,7.4,,,,,7.4,6.1,2
152,울산,2018-02-10,5.5,,,,10.7,4.3,,,,,8.5,7.4,2.6
152,울산,2018-02-11,-1.7,.2,,0,10.8,9.5,,,,,2,2,-1.2
152,울산,2018-02-12,-1.7,2.32,,0,10.8,9.1,,,,,3.4,3.4,-.8
152,울산,2018-02-13,1.1,1.25,,0,10.8,9.7,,,,,1.4,1.4,.6
152,울산,2018-02-14,9.1,,,,10.9,8.9,,,,,3.9,.1,3.1
152,울산,2018-02-15,5.8,,,,10.9,8.1,,,,,6,.1,4.3
152,울산,2018-02-16,5,,,,10.9,6.3,,,,,4.9,1.3,2.2
152,울산,2018-02-17,2.5,,,,11,10.1,,,,,1.6,1.1,2.4
152,울산,2018-02-18,2.7,,,,11,4.6,,,,,6.6,.6,2.1
152,울산,2018-02-19,5.5,,,,11,8.1,,,,,6.6,2,3.9
152,울산,2018-02-20,6.9,,,,11.1,8.2,,,,,3.3,0,3.9
